"fips","YearData","govid_14","Name","STATEAB","demshare_fg","demshare_oc","demshare_gh","mayor_party","runnerup_party","mayor_votes","runnerup_votes","mayor_name","runnerup_name","winner_pid","runner1_pid","winnervotes","runner1_votes","winner","runner1","population_est","elec_source","winner_cf_party","runnerup_cf_party","winner_pid_check","runnerup_pid_check","winner_pid_gh","runnerup_pid_gh","elecdate","month","gh_oc","gh_fg","oc_fg","mayor_party_final","pass_mayor","mayor_votes_final","runnerup_party_final","pass_runnerup","runnerup_votes_final","demshare","fail","elec_index","STATE","ID","FIPS_PLACE_ID","JURIS","fog","initiative","partisan","referendum","termlength","termlimits","STATEFIP","mayor_name_final","runnerup_name_final"
3650034,1995,332036012,"NEWBURGH CITY","NY",0.027989822,NA,NA,"D","R",2075,1855,"Audrey Carey","John Guidice",NA,NA,NA,NA,NA,NA,26190,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,2075,"R",-1,1855,0.527989822,NA,4311,"NY",175515,50034,"City of Newburgh",2,NA,1,1,4,0,36,"audrey carey","john guidice"
3650034,1999,332036012,"NEWBURGH CITY","NY",-0.036783217,NA,NA,"R","D",1919,1656,"Jacob A. Palillo","Audrey Carey",NA,NA,NA,NA,NA,NA,27186.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,1919,"D",-1,1656,0.463216783,NA,4312,"NY",175515,50034,"City of Newburgh",2,NA,1,1,4,0,36,"jacob palillo","audrey carey"
3650034,2000,NA,NA,NA,0.044609333,NA,NA,"D","R",3046,2547,"Andrew Marino","Mary Crabb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,3046,"R",-1,2547,0.544609333,NA,8772,"NY",175515,50034,"City of Newburgh",2,NA,1,1,4,0,36,"andrew marino","mary crabb"
3650034,2003,NA,NA,NA,-0.023683213,NA,NA,"R","D",1382,1257,"Nicholas Valentine","Regina Augelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,1382,"D",-1,1257,0.476316787,NA,9156,"NY",175515,50034,"City of Newburgh",2,NA,1,1,4,0,36,"nicholas valentine","regina augelo"
3650617,1955,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"R","D",8590,NA,"George Vergara","Stanley W. Church",NA,NA,NA,NA,NA,NA,67319.22222,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,8590,"D",-1,NA,NA,NA,4238,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"george vergara","stanley church"
3650617,1959,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"D","R",11679,NA,"Stanley W. Church","George Vergara",NA,NA,NA,NA,NA,NA,74913.44444,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,11679,"R",-1,NA,NA,NA,4239,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"stanley church","george vergara"
3650617,1963,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"R","D",14097,NA,"Alvin R. Ruskin","Raymond Calgi",NA,NA,NA,NA,NA,NA,76383.9,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,14097,"D",-1,NA,NA,NA,4240,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"alvin ruskin","raymond calgi"
3650617,1967,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"R","D",21634,NA,"Alvin R. Ruskin","James M. Eagan",NA,NA,NA,NA,NA,NA,75813.1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,21634,"D",-1,NA,NA,NA,4241,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"alvin ruskin","james eagan"
3650617,1971,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"R","D",15226,NA,"Frank J. Garito","Daniel D. Molinoff",NA,NA,NA,NA,NA,NA,74677.25,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,15226,"D",-1,NA,NA,NA,4242,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"frank garito","daniel molinoff"
3650617,1975,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"D","R",12286,NA,"Vincent R. Rippa","Frank J. Garito",NA,NA,NA,NA,NA,NA,72197.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,12286,"R",-1,NA,NA,NA,4243,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"vincent rippa","frank garito"
3650617,1979,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"D","D",10167,NA,"Leonard C. Paduano","Joseph A. Tortelli",NA,NA,NA,NA,NA,NA,70622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,10167,"D",-1,NA,NA,NA,4244,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"leonard paduano","joseph tortelli"
3650617,1983,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"D","D",11147,NA,"Leonard C. Paduano","Vincent R. Rippa",NA,NA,NA,NA,NA,NA,70673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,11147,"D",-1,NA,NA,NA,4245,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"leonard paduano","vincent rippa"
3650617,1987,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"R","D",8096,NA,"Leonard C. Paduano","David Streger",NA,NA,NA,NA,NA,NA,68854.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,8096,"D",-1,NA,NA,NA,4246,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"leonard paduano","david streger"
3650617,1991,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,"D","R",8377,NA,"Timothy C. Idoni","Leonard C. Paduano",NA,NA,NA,NA,NA,NA,67343.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,8377,"R",-1,NA,NA,NA,4247,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"timothy idoni","leonard paduano"
3650617,1995,332060014,"NEW ROCHELLE CITY","NY",NA,0.077145937,NA,"D","R",8566,NA,"Timothy C. Idoni","James Maisano, Jr.","D","R",8566,6276,"Timothy C. Idoni(I)","James Maisano",67473.5,"Westchester County Board of Elections",NA,NA,NA,NA,NA,NA,1995-11-07,NA,NA,NA,NA,"D",1,8566,"R",1,6276,0.577145937,NA,4248,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"timothy idoni","james maisano"
3650617,1999,332060014,"NEW ROCHELLE CITY","NY",NA,0.183767535,NA,"D","R",8530,NA,"Timothy C. Idoni","Henry W. Bartels","D","R",8530,3945,"Timothy C. Idoni(I)","Henry W. Bartels",69703.5,"<a href=""http://www.westchestergov.com/boe/images/1999%20Gen%20Canvass%20Bk.pdf"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,1999-11-02,NA,NA,NA,NA,"D",1,8530,"R",1,3945,0.683767535,NA,4249,"NY",175177,50617,"City of New Rochelle",2,1,1,1,4,0,36,"timothy idoni","henry bartels"
3650617,2003,332060014,"NEW ROCHELLE CITY","NY",NA,0.052371779,NA,NA,NA,NA,NA,NA,NA,"D","R",6882,5577,"Timothy C. Idoni(I)","Mario A. Scarano",NA,"Westchester County Board of Elections",NA,NA,NA,NA,NA,NA,2003-11-04,NA,NA,NA,NA,"D",-1,6882,"R",-1,5577,0.552371779,NA,4250,"NY",175177,50617,"City of New Rochelle",2,0,1,0,4,0,36,"timothy idoni","mario scarano"
3650617,2006,332060014,"NEW ROCHELLE CITY","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,12272,NA,"Noam Bramson(I)",NA,NA,"Westchester County Board of Elections",NA,NA,NA,NA,NA,NA,2006-11-07,NA,NA,NA,NA,"D",-1,12272,"0",NA,NA,NA,NA,4251,"NY",175177,50617,"City of New Rochelle",2,0,1,0,4,0,36,"noam bramson",NA
3650617,2007,332060014,"NEW ROCHELLE CITY","NY",NA,0.169418421,NA,NA,NA,NA,NA,NA,NA,"D","R",7217,3564,"Noam Bramson(I)","Michael R. Brown",73260,"<a href=""http://www.westchestergov.com/boe99/link21.html"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2007-11-06,NA,NA,NA,NA,"D",-1,7217,"R",-1,3564,0.669418421,NA,4252,"NY",175177,50617,"City of New Rochelle",2,0,1,0,4,0,36,"noam bramson","michael brown"
3650617,2011,332060014,"NEW ROCHELLE CITY","NY",NA,0.298488397,NA,NA,NA,NA,NA,NA,NA,"D","R",7501,1893,"Noam Bramson(I)","Richard St. Paul",77062,"<a href=""http://www.westchestergov.com/boe99/link21.aspx"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,2011-11-08,NA,NA,NA,NA,"D",1,7501,"R",-1,1893,0.798488397,NA,4253,"NY",175177,50617,"City of New Rochelle",2,0,1,0,4,0,36,"noam bramson","richard st paul"
3651000,1950,NA,NA,NA,NA,NA,NA,"O","D",1161175,935351,"Vincent Impellitteri","Ferdinand Pecora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,1161175,"D",-1,935351,NA,NA,6989,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"vincent impellitteri","ferdinand pecora"
3651000,1953,332031001,"NEW YORK CITY","NY",0.107181854,0.107181854,NA,"D","R",1022626,661591,"Robert F. Wagner, Jr.","Harold Riegelman","D","R",1022626,661591,"Robert F. Wagner, Jr.","Harold Riegelman",7867518.556,"Encyclopedia of New York City",NA,NA,NA,NA,NA,NA,1953-11-03,NA,NA,NA,0,"D",1,1022626,"R",1,661591,0.607181854,NA,4254,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"robert wagner","harold riegelman"
3651000,1957,332031001,"NEW YORK CITY","NY",0.220336131,0.220469587,NA,"D","R",1508775,585768,"Robert F. Wagner, Jr.","Robert Christenberry","D","R",1509775,585768,"Robert F. Wagner, Jr.(I)","Robert K. Christenberry",7818641.667,"New York Times",NA,NA,NA,NA,NA,NA,1957-11-05,NA,NA,NA,0.000133457,"D",1,1508775,"R",1,585768,0.720336131,NA,4255,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"robert wagner","robert christenberry"
3651000,1961,332031001,"NEW YORK CITY","NY",0.096890568,0.096890957,NA,"D","R",1237421,835691,"Robert F. Wagner, Jr.","Louis Lefkowitz","D","R",1237423,835691,"Robert F. Wagner, Jr.(I)","Louis J. Lefkowitz",7793341.9,"NYC Board of Elections - 1961 Annual Report",NA,NA,NA,NA,NA,NA,1961-11-07,NA,NA,NA,3.89e-07,"D",1,1237421,"R",1,835691,0.596890568,NA,4256,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"robert wagner","louis lefkowitz"
3651000,1965,332031001,"NEW YORK CITY","NY",-0.023318783,-0.023318783,NA,"R","D",1149106,1046699,"John Vliet Lindsay","Abraham Beame","R","D",1149106,1046699,"John V. Lindsay","Abraham D. 'Abe' Beame",7838773.5,"New York Times",NA,NA,NA,NA,NA,NA,1965-11-02,NA,NA,NA,0,"R",1,1149106,"D",1,1046699,0.476681217,NA,4257,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"john vliet lindsay","abraham beame"
3651000,1969,332031001,"NEW YORK CITY","NY",NA,NA,NA,"O","D",1012633,831772,"John Vliet Lindsay","Mario Procaccino","D","D",1012633,831772,"John V. Lindsay(I)","Mario Procaccino",7884205.1,"NYC Board of Elections - 1969 Annual Report",NA,NA,NA,NA,NA,NA,1969-11-04,NA,NA,NA,NA,"D",-1,1012633,"D",1,831772,NA,NA,4258,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"john vliet lindsay","mario procaccino"
3651000,1973,332031001,"NEW YORK CITY","NY",0.276542068,0.278560659,NA,"D","R",961130,276575,"Abraham Beame","John Marchi","D","R",963542,274052,"Abraham D. 'Abe' Beame","John J. Marchi",7709004.25,"New York City Board of Elections",NA,NA,NA,NA,NA,NA,1973-11-06,NA,NA,NA,0.002018591,"D",1,961130,"R",1,276575,0.776542068,NA,4259,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"abraham beame","john marchi"
3651000,1977,332031001,"NEW YORK CITY","NY",NA,NA,NA,"D","O",717376,587913,"Edward I. Koch","Mario M. Cuomo","D","D",717376,587913,"Edward I. Koch","Mario Cuomo",7389700,"New York City Board of Elections","D",NA,NA,NA,NA,NA,1977-11-08,NA,NA,NA,NA,"D",1,717376,"D",-1,587913,NA,NA,4260,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"edward koch","mario cuomo"
3651000,1981,332031001,"NEW YORK CITY","NY",NA,NA,NA,"O","O",912622,162719,"Edward I. Koch","Frank J. Barbaro","D","D",912622,162719,"Edward I. Koch(I)","Frank J. Barbaro",7071334.5,"New York City Board of Elections","D",NA,NA,NA,NA,NA,1981-11-03,NA,NA,NA,NA,"D",1,912622,"D",-1,162719,NA,NA,4261,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"edward koch","frank barbaro"
3651000,1985,332031001,"NEW YORK CITY","NY",NA,NA,NA,"D","D",868260,113471,"Edward I. Koch","Carol Bellamy","D","D",868260,113471,"Edward I. Koch(I)","Carol Bellamy",7164742,"NYC Board of Elections - 1985 Annual Report","D","D",NA,NA,NA,NA,1985-11-05,NA,NA,NA,NA,"D",1,868260,"D",1,113471,NA,NA,4262,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"edward koch","carol bellamy"
3651000,1989,332031001,"NEW YORK CITY","NY",0.013165489,0.013165489,NA,"D","R",917544,870464,"David N. Dinkins","Rudolph W. Giuliani","D","R",917544,870464,"David Dinkins","Rudy Giuliani",7337632,"NYC Board of Elections - 1989 Annual Report","D","R",NA,NA,NA,NA,1989-11-07,NA,NA,NA,0,"D",1,917544,"R",1,870464,0.513165489,NA,4263,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"david dinkins","rudolph giuliani"
3651000,1993,332031001,"NEW YORK CITY","NY",-0.014765882,-0.014758191,-0.014765882,"R","D",930236,876869,"Rudolph W. Giuliani","David N. Dinkins","R","D",930236,876896,"Rudy Giuliani","David Dinkins(I)",7330580.75,"New York Times","R","D",NA,NA,"R","D",1993-11-02,NA,-7.69e-06,4.47e-10,7.69e-06,"R",1,930236,"D",1,876869,0.485234118,NA,4264,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"rudolph giuliani","david dinkins"
3651000,1997,332031001,"NEW YORK CITY","NY",-0.062340828,-0.087942092,-0.062340828,"R","D",615829,479288,"Rudolph W. Giuliani","Ruth Messinger","R","D",783815,549335,"Rudy Giuliani(I)","Ruth Messinger",7400536,"NYC Board of Elections - 1997 Annual Report","R","D",NA,NA,"R","D",1997-11-04,NA,0.025601264,-4.9e-10,-0.025601265,"R",1,615829,"D",1,479288,0.437659172,NA,4265,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"rudolph giuliani","ruth messinger"
3651000,2001,332031001,"NEW YORK CITY","NY",-0.01220371,-0.01220371,-0.01220371,"R","D",744757,709268,"Michael R. Bloomberg","Mark Green","R","D",744757,709268,"Michael R. 'Mike' Bloomberg","Mark Green",8046297,"<a href=""http://vote.nyc.ny.us/pdf/results/2001/generalElection/General2001.pdf"" target=""_blank"" >[Link]</a>",NA,"D",NA,NA,"R","D",2001-11-06,NA,3.9e-10,3.9e-10,0,"R",1,744757,"D",1,709268,0.48779629,NA,4266,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"michael bloomberg","mark green"
3651000,2005,332031001,"NEW YORK CITY","NY",-0.099446155,-0.099446155,NA,"R","D",753089,503219,"Michael R. Bloomberg","Fernando Ferrer","R","D",753089,503219,"Michael R. 'Mike' Bloomberg(I)","Fernando Ferrer",8143197,"<a href=""http://vote.nyc.ny.us/pdf/results/2005/general/Manhattan/Croossover%20Mayor%20Re-Cap%20NYC.pdf"" target=""_blank"" >[Link]</a>",NA,"D",NA,NA,NA,NA,2005-11-08,NA,NA,NA,0,"R",1,753089,"D",1,503219,0.400553845,NA,4267,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"michael bloomberg","fernando ferrer"
3651000,2009,332031001,"NEW YORK CITY","NY",NA,-0.022579632,NA,NA,NA,NA,NA,NA,NA,"R","D",585470,534876,"Michael R. 'Mike' Bloomberg(I)","William C. 'Bill' Thompson, Jr.",8208264.333,"<a href=""http://vote.nyc.ny.us/pdf/results/2009/General/1.11CitywideMayorRecap.pdf"" target=""_blank"" >[Link]</a>",NA,"D",NA,NA,NA,NA,2009-11-03,NA,NA,NA,NA,"R",-1,585470,"D",1,534876,0.477420368,NA,4268,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"michael 'mike' bloomberg","william 'bill' thompson"
3651000,2013,332031001,"NEW YORK CITY","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","R",795679,264620,"Bill de Blasio","Joe Lhota",NA,"",NA,NA,NA,NA,NA,NA,2013-11-05,NA,NA,NA,NA,"D",-1,795679,"R",-1,264620,0.750428888,NA,4269,"NY",175002,51000,"City of New York",1,1,1,1,4,0,36,"bill de blasio","joe lhota"
3651055,1947,NA,NA,NA,0.069298029,NA,NA,"D","R",16147,12216,"William R Lupton","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,16147,"R",-1,12216,0.569298029,NA,6884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"william lupton",""
3651055,1951,332032005,"NIAGARA FALLS CITY","NY",-0.235470544,NA,NA,"R","D",18514,6659,"Ernest W Minnington","",NA,NA,NA,NA,NA,NA,90872,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,18514,"D",-1,6659,0.264529456,NA,4343,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"ernest minnington",""
3651055,1955,332032005,"NIAGARA FALLS CITY","NY",NA,NA,NA,"R","",17046,0,"Calvin L Keller","",NA,NA,NA,NA,NA,NA,95992.88889,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,17046,"0",NA,0,NA,NA,4344,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"calvin keller",""
3651055,1959,332032005,"NIAGARA FALLS CITY","NY",-0.1681651,NA,NA,"R","D",16350,8120,"Calvin L Keller","",NA,NA,NA,NA,NA,NA,101113.7778,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,16350,"D",-1,8120,0.3318349,NA,4345,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"calvin keller",""
3651055,1963,332032005,"NIAGARA FALLS CITY","NY",0.163181919,NA,NA,"D","R",18016,9150,"E Dent Lackey","",NA,NA,NA,NA,NA,NA,97360.3,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,18016,"R",-1,9150,0.663181919,NA,4346,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"e dent lackey",""
3651055,1967,332032005,"NIAGARA FALLS CITY","NY",0.106642172,NA,NA,"D","R",17006,11027,"E Dent Lackey","",NA,NA,NA,NA,NA,NA,90648.7,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,17006,"R",-1,11027,0.606642172,NA,4347,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"e dent lackey",""
3651055,1971,332032005,"NIAGARA FALLS CITY","NY",0.202837353,NA,NA,"D","R",11568,4891,"E Dent Lackey","",NA,NA,NA,NA,NA,NA,84833.75,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,11568,"R",-1,4891,0.702837353,NA,4348,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"e dent lackey",""
3651055,1975,332032005,"NIAGARA FALLS CITY","NY",0.117209456,NA,NA,"D","R",14934,9262,"Michael O'Laughlin","",NA,NA,NA,NA,NA,NA,81631.5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,14934,"R",-1,9262,0.617209456,NA,4349,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"michael o'laughlin",""
3651055,1979,332032005,"NIAGARA FALLS CITY","NY",0.046313499,NA,NA,"D","R",10292,8547,"Michael O'Laughlin","",NA,NA,NA,NA,NA,NA,75222,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,10292,"R",-1,8547,0.546313499,NA,4350,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"michael o'laughlin",""
3651055,1983,332032005,"NIAGARA FALLS CITY","NY",0.085756766,NA,NA,"D","R",11622,8219,"Michael O'Laughlin","",NA,NA,NA,NA,NA,NA,68454,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,11622,"R",-1,8219,0.585756766,NA,4351,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"michael o'laughlin",""
3651055,1987,332032005,"NIAGARA FALLS CITY","NY",0.053414328,NA,NA,"D","R",9247,7462,"M O'Laughlin","",NA,NA,NA,NA,NA,NA,63594,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,9247,"R",-1,7462,0.553414328,NA,4352,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"m o'laughlin",""
3651055,1991,332032005,"NIAGARA FALLS CITY","NY",-0.00744218,NA,NA,"R","D",8864,8604,"Jacob A Palillo","Anthony F. Quaranto",NA,NA,NA,NA,NA,NA,61805.75,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,8864,"D",-1,8604,0.49255782,NA,4353,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"jacob palillo","anthony quaranto"
3651055,1995,332032005,"NIAGARA FALLS CITY","NY",0.11537797,NA,NA,"D","R",7123,4452,"James Galie","Jacob A. Palillo",NA,NA,NA,NA,NA,NA,60030,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,7123,"R",-1,4452,0.61537797,NA,4354,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"james galie","jacob palillo"
3651055,1999,332032005,"NIAGARA FALLS CITY","NY",-0.076125984,NA,NA,"R","D",9146,6729,"Irene Elia","John G. Accardo",NA,NA,NA,NA,NA,NA,56180.5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,9146,"D",-1,6729,0.423874016,NA,4355,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"irene elia","john accardo"
3651055,2003,332032005,"NIAGARA FALLS CITY","NY",NA,0.238163235,NA,NA,NA,NA,NA,NA,NA,"D","R",9822,3484,"Vincenzo V. Anello","Irene J. Elia(I)",NA,"<a href=""http://elections.niagara.ny.us/ge2003_official.html"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2003-11-04,NA,NA,NA,NA,"D",-1,9822,"R",-1,3484,0.738163235,NA,4356,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"vincenzo anello","irene elia"
3651055,2011,332032005,"NIAGARA FALLS CITY","NY",NA,0.03590325,NA,NA,NA,NA,NA,NA,NA,"D","R",4963,4298,"Paul A. Dyster","Johnny G. Destino",50193,"<a href=""http://nts.ntsdata.com/eSuiteReports/ncboelive/ge11/r78_accum.htm"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2011-11-08,NA,NA,NA,NA,"D",-1,4963,"R",-1,4298,0.53590325,NA,4357,"NY",175957,51055,"City of Niagara Falls",2,1,1,1,4,0,36,"paul dyster","johnny destino"
3659641,2007,332014006,"POUGHKEEPSIE CITY","NY",NA,-0.030036005,NA,NA,NA,NA,NA,NA,NA,"R","D",2797,2480,"John C. Tkazyik","Fred Knapp",29633,"<a href=""http://www.dutchesselections.com/dboe/Election%20Results/GE07UNOFFICIALWEBRESULTS.HTM"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2007-11-06,NA,NA,NA,NA,"R",-1,2797,"D",-1,2480,0.469963995,NA,5042,"NY",175533,59641,"City of Poughkeepsie",1,0,1,0,4,1,36,"john tkazyik","fred knapp"
3659641,2011,332014006,"POUGHKEEPSIE CITY","NY",NA,-0.012572135,NA,NA,NA,NA,NA,NA,NA,"R","D",2487,2365,"John C. Tkazyik(I)","Kenneth A. Levinson",32736,"<a href=""http://www.dutchesselections.com/Election_Results/GE11/GE11-corrected-simple.html"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2011-11-08,NA,NA,NA,NA,"R",-1,2487,"D",-1,2365,0.487427865,NA,5043,"NY",175533,59641,"City of Poughkeepsie",1,0,1,0,4,1,36,"john tkazyik","kenneth levinson"
3663000,1989,332028008,"ROCHESTER CITY","NY",NA,0.20992688,NA,NA,NA,NA,NA,NA,NA,"D","R",23593,9640,"Thomas P. Ryan(I)","James O'Brien Jr.",230708,"New York Times, 11/8/89",NA,NA,NA,NA,NA,NA,1989-11-07,NA,NA,NA,NA,"D",-1,23593,"R",-1,9640,0.70992688,NA,5237,"NY",176069,63000,"City of Rochester",2,0,1,1,2,0,36,"thomas ryan","james o'brien"
3663000,1993,332028008,"ROCHESTER CITY","NY",NA,0.263185957,0.289650121,NA,NA,NA,NA,NA,NA,"D","R",27912,8661,"William Johnson","Mark Dulaney",233531.25,"USA Today, 11/3/93","D",NA,NA,NA,"D","R",1993-11-04,NA,0.026464164,NA,NA,"D",1,27912,"R",1,8661,0.763185957,NA,5238,"NY",176069,63000,"City of Rochester",1,0,1,1,4,0,36,"william johnson","mark dulaney"
3663000,1997,332028008,"ROCHESTER CITY","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,1,NA,"William Johnson(I)",NA,219240.5,"","D",NA,NA,NA,NA,NA,1997-11-04,NA,NA,NA,NA,"D",1,1,"0",NA,NA,NA,NA,5239,"NY",176069,63000,"City of Rochester",1,0,1,1,4,0,36,"william johnson",NA
3663000,2001,332028008,"ROCHESTER CITY","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","R",27121,7919,"William Johnson(I)","Luis Perez",218465.5,"","D",NA,NA,NA,NA,NA,2001-11-06,NA,NA,NA,NA,"D",1,27121,"R",-1,7919,0.774001142,NA,5240,"NY",176069,63000,"City of Rochester",1,0,1,0,4,0,36,"william johnson","luis perez"
3663000,2005,332028008,"ROCHESTER CITY","NY",NA,0.315742287,NA,NA,NA,NA,NA,NA,NA,"D","R",26386,5960,"Robert J. Duffy","John Parinello",211091,"<a href=""http://66.192.47.50/enr/raceresults.jsp?group=CIT&amp;race=8MA"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2005-11-08,NA,NA,NA,NA,"D",-1,26386,"R",-1,5960,0.815742287,NA,5241,"NY",176069,63000,"City of Rochester",1,0,1,0,4,0,36,"robert duffy","john parinello"
3663000,2009,332028008,"ROCHESTER CITY","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,16065,NA,"Robert J. Duffy(I)",NA,209296.3333,"<a href=""http://www.monroecounty.gov/Image/2009%20General%20Certification.pdf"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2009-11-03,NA,NA,NA,NA,"D",-1,16065,"0",NA,NA,NA,NA,5242,"NY",176069,63000,"City of Rochester",1,0,1,0,4,0,36,"robert duffy",NA
